epoch,loss,val_loss
1,0.27165356278419495,0.7204594612121582
2,0.12153206765651703,0.4494778513908386
3,0.0929054245352745,0.5891252160072327
4,0.06627845019102097,0.6594900488853455
5,0.05143216252326965,0.6040643453598022
6,0.042266666889190674,0.5517147183418274
7,0.03414984792470932,0.45959043502807617
8,0.03348585218191147,0.43369242548942566
9,0.024746188893914223,0.44263145327568054
10,0.02267739176750183,0.393876314163208
11,0.020226161926984787,0.2813988924026489
12,0.01671132631599903,0.3245246112346649
13,0.016761668026447296,0.2286631017923355
14,0.013538655824959278,0.26023998856544495
15,0.011777494102716446,0.20066960155963898
16,0.010657234117388725,0.2002132534980774
17,0.010399388149380684,0.13667476177215576
18,0.009247703477740288,0.14219793677330017
19,0.008810649625957012,0.07552556693553925
20,0.008390843868255615,0.07341419905424118
21,0.007541513070464134,0.2423810362815857
22,0.00631150184199214,0.1116923987865448
23,0.005680194590240717,0.11789514869451523
24,0.005512403789907694,0.11104633659124374
25,0.00544745521619916,0.12646302580833435
26,0.004980630241334438,0.11807072907686234
27,0.004774161614477634,0.10273166000843048
28,0.004762213211506605,0.06092984229326248
29,0.005173215176910162,0.10320546478033066
30,0.004054873250424862,0.09591663628816605
31,0.004064641427248716,0.061159707605838776
32,0.0046322643756866455,0.09581557661294937
33,0.0038257804699242115,0.10315010696649551
34,0.003707176772877574,0.055178772658109665
35,0.005406229291111231,0.07216105610132217
36,0.0032324788626283407,0.09764353930950165
37,0.0034753389190882444,0.059328000992536545
38,0.0028405464254319668,0.0630888119339943
39,0.003387167351320386,0.07310280948877335
40,0.0030131139792501926,0.05482403188943863
41,0.0025727800093591213,0.08231330662965775
42,0.00313019473105669,0.06940276175737381
43,0.0027717738412320614,0.06675054132938385
44,0.0028552068397402763,0.1106715053319931
45,0.0032489707227796316,0.0705430880188942
46,0.002708570798859,0.10118978470563889
47,0.003204754088073969,0.10564060509204865
48,0.0030850600451231003,0.12442266196012497
49,0.0031235089991241693,0.13464277982711792
50,0.0031103799119591713,0.13130980730056763
51,0.0028250967152416706,0.12109694629907608
52,0.0020493795163929462,0.07989908754825592
53,0.0029430666472762823,0.10239250957965851
54,0.002187952399253845,0.10293620079755783
55,0.0024014520458877087,0.12975159287452698
56,0.0022513873409479856,0.11411938071250916
57,0.0029996682424098253,0.06984063982963562
58,0.0028405047487467527,0.09596960991621017
59,0.0020410858560353518,0.13188038766384125
60,0.003554566064849496,0.06407777220010757
61,0.002927313558757305,0.07679036259651184
62,0.0024016862735152245,0.08864034712314606
63,0.002284694230183959,0.07551605999469757
64,0.002118091331794858,0.12264292687177658
65,0.0025731835048645735,0.10549600422382355
66,0.002014023484662175,0.10626528412103653
67,0.0020754970610141754,0.09947805106639862
68,0.0016163978725671768,0.10543442517518997
69,0.002162991324439645,0.05327039584517479
70,0.002270475961267948,0.09102730453014374
71,0.0019418055890128016,0.07077132165431976
72,0.001945848693139851,0.12276450544595718
73,0.0019487653626129031,0.0885850265622139
74,0.0017277011647820473,0.120076984167099
75,0.0017523932037875056,0.092567078769207
76,0.0017982206773012877,0.10359428077936172
77,0.0020882210228592157,0.09991820156574249
78,0.002686158986762166,0.1286536157131195
79,0.0020858789794147015,0.08674715459346771
80,0.0022183111868798733,0.06350018829107285
81,0.002849134849384427,0.12922097742557526
82,0.002555259270593524,0.0734272226691246
83,0.002265799092128873,0.08251084387302399
84,0.0031002957839518785,0.13323235511779785
85,0.002339156810194254,0.1329878270626068
86,0.002974627772346139,0.05069839954376221
87,0.002384616294875741,0.14480186998844147
88,0.0019362440798431635,0.0941394791007042
89,0.0019814420957118273,0.07229261845350266
90,0.0029196967370808125,0.12034124881029129
91,0.002115388633683324,0.07434581220149994
92,0.0024529164656996727,0.11277224123477936
93,0.002265498274937272,0.08091586828231812
94,0.002032106975093484,0.0747457966208458
95,0.0019597860518842936,0.08043669909238815
96,0.0020737885497510433,0.0898130014538765
97,0.001637026434764266,0.12134073674678802
98,0.0014748856192454696,0.11518857628107071
99,0.0017598612466827035,0.1818259358406067
100,0.0024924036115407944,0.1461290866136551
101,0.0019505738746374846,0.11688040941953659
102,0.0016346179181709886,0.1311493068933487
103,0.0018131042597815394,0.1012309193611145
104,0.0020768013782799244,0.09269566088914871
105,0.0020021165255457163,0.07882308214902878
106,0.0018549313535913825,0.10536421835422516
107,0.002373931696638465,0.0704290121793747
108,0.002047778107225895,0.08872995525598526
109,0.0016976464539766312,0.08035632967948914
110,0.002187018282711506,0.06809994578361511
111,0.0015515132108703256,0.11572323739528656
112,0.0018390982877463102,0.08566822111606598
113,0.001445232774131,0.14427804946899414
114,0.002177238930016756,0.16352465748786926
115,0.0023360259365290403,0.08999591320753098
116,0.0022196106147021055,0.10034572333097458
117,0.0024912781082093716,0.08677955716848373
118,0.0014145143795758486,0.08060654252767563
119,0.0016090829158201814,0.089227095246315
120,0.00219669914804399,0.10685114562511444
121,0.0018286319682374597,0.08916404843330383
122,0.0015506919007748365,0.09114701300859451
123,0.0014188792556524277,0.10887482017278671
124,0.0013473358703777194,0.12186142802238464
125,0.0014786943793296814,0.1332559734582901
126,0.0020591141656041145,0.11853886395692825
