epoch,loss,val_loss
1,0.24422769248485565,0.11096156388521194
2,0.17618848383426666,0.08668126165866852
3,0.10711067914962769,0.08683086186647415
4,0.09738503396511078,0.08387500047683716
5,0.08206954598426819,0.09477631747722626
6,0.07093087583780289,0.10248885303735733
7,0.05564609915018082,0.10434599965810776
8,0.055448662489652634,0.11318308115005493
9,0.05648136883974075,0.12396051734685898
10,0.04568454250693321,0.11679857969284058
11,0.03792400285601616,0.08629637956619263
12,0.03693993017077446,0.09881462901830673
13,0.03529942035675049,0.0943455696105957
14,0.032682113349437714,0.08310355991125107
15,0.03441398963332176,0.08433682471513748
16,0.029597867280244827,0.06612761318683624
17,0.02878328040242195,0.06627048552036285
18,0.02287670411169529,0.06386429071426392
19,0.027328450232744217,0.05893245339393616
20,0.02284039743244648,0.048819273710250854
21,0.02313706837594509,0.06444011628627777
22,0.022025009617209435,0.06872091442346573
23,0.019887005910277367,0.061250749975442886
24,0.017859069630503654,0.05591701343655586
25,0.01711566373705864,0.051138103008270264
26,0.018546393141150475,0.06125153973698616
27,0.019484616816043854,0.03473782166838646
28,0.014905083924531937,0.03858236223459244
29,0.014453830197453499,0.03509562835097313
30,0.016433145850896835,0.03135821595788002
31,0.015771612524986267,0.040434982627630234
32,0.015000611543655396,0.05309807509183884
33,0.01593872904777527,0.041486579924821854
34,0.013347537256777287,0.027066372334957123
35,0.010465696454048157,0.038170430809259415
36,0.013467094860970974,0.02588064782321453
37,0.010947671718895435,0.030928470194339752
38,0.010075907222926617,0.020355280488729477
39,0.010553275234997272,0.016473736613988876
40,0.010631724260747433,0.02042083628475666
41,0.01060337945818901,0.013167177326977253
42,0.009382440708577633,0.01746433414518833
43,0.010273036547005177,0.017730368301272392
44,0.011116190813481808,0.024216178804636
45,0.012306456454098225,0.018982786685228348
46,0.011116319335997105,0.005602691322565079
47,0.010250644758343697,0.012325233779847622
48,0.008527390658855438,0.010835337452590466
49,0.008520752191543579,0.010151579044759274
50,0.01036915834993124,0.020078759640455246
51,0.011116089299321175,0.002562430687248707
52,0.008401257917284966,0.0064124055206775665
53,0.008134344592690468,0.002406737767159939
54,0.008369823917746544,0.0020789112895727158
55,0.0085764080286026,0.005298378877341747
56,0.01044540200382471,0.0032529474701732397
57,0.008964387699961662,0.0044641331769526005
58,0.00770123116672039,0.0062073296867311
59,0.007686562370508909,0.0027376513462513685
60,0.010016963817179203,0.002818125067278743
61,0.009414821863174438,0.0060091763734817505
62,0.00677902577444911,0.002339539583772421
63,0.009740689769387245,0.0025656602811068296
